product_id,sku,product_name,category,subcategory,brand,color,size,unit_cost,list_price,supplier_country,launch_date,discontinued_date,is_active
P0185,BEA-CO-0185,Lumina Lite Cleanser,Beauty & Personal Care,Cosmetics,Lumina,N/A,One Size,4.31,12.99,India,2022-11-20,,True
P0186,BEA-SK-0186,Kestrel Compact Cleanser,Beauty & Personal Care,Skincare,Kestrel,N/A,One Size,15.26,47.99,India,2024-04-23,,True
P0187,HOM-BE-0187,Mercato Premium Blender,Home & Kitchen,Bedding,Mercato,Burgundy,One Size,7.98,14.99,Portugal,2023-01-24,2024-11-26,False
P0188,APP-KI-0188,Lumina Pro Jacket,Apparel,Kids,Lumina,Teal,XXL,45.87,89.99,Portugal,2022-07-03,,True
P0189,HOM-DE-0189,Copperleaf Signature Vase,Home & Kitchen,Decor,Copperleaf,Burgundy,One Size,32.85,59.99,Portugal,2025-11-01,,True
P0190,ELE-CO-0190,Fjord Signature Monitor,Electronics,Computing,Fjord,N/A,One Size,77.52,97.99,Portugal,2025-01-03,,True
P0191,BEA-FR-0191,Northwind Essential Eau de Parfum,Beauty & Personal Care,Fragrance,Northwind,N/A,One Size,3.11,9.99,China,2022-03-15,,True
P0192,ELE-MO-0192,Ridgeline Premium Power Bank,Electronics,Mobile Accessories,Ridgeline,N/A,One Size,475.79,642.99,USA,2024-03-14,,True
P0193,FOO-BO-0193,Lumina Heritage Trainer,Footwear,Boots,Lumina,Grey,US 11,40.43,95.99,USA,2024-07-25,,True
P0194,APP-WO-0194,Solace Heritage Joggers,Apparel,Women's Tops,Solace,Grey,L,13.3,27.99,USA,2023-12-28,,True
P0195,FOO-SA-0195,Solace Everyday Slide,Footwear,Sandals,Solace,White,US 8,40.28,82.99,India,2023-07-27,,True
P0196,APP-BO-0196,Verdant Signature Jacket,Apparel,Bottoms,Verdant,Navy,S,9.68,22.99,India,2025-07-18,,True
P0197,APP-OU-0197,Northwind Classic Polo,Apparel,Outerwear,Northwind,Sand,XL,5.27,12.99,Portugal,2025-06-27,,True
P0198,SPO-CY-0198,Copperleaf Everyday Yoga Mat,Sports & Outdoors,Cycling,Copperleaf,N/A,One Size,13.44,25.99,USA,2025-07-15,,True
P0199,HOM-DE-0199,Nimbus Signature Cutting Board,Home & Kitchen,Decor,Nimbus,Burgundy,One Size,15.35,26.99,Vietnam,2023-05-15,,True
P0200,BEA-HA-0200,Northwind Pro Eau de Parfum,Beauty & Personal Care,Haircare,Northwind,N/A,One Size,15.87,41.99,USA,2023-01-11,,True
P0201,ELE-WE-0201,Mercato Heritage Power Bank,Electronics,Wearables,Mercato,N/A,One Size,14.11,17.99,Portugal,2023-03-03,,True
P0202,GRO-BE-0202,Vertex Studio Trail Mix,Grocery,Beverages,Vertex,N/A,One Size,1.33,2.11,Mexico,2026-03-06,,True
P0203,GRO-HO-0203,Vertex Trail Dish Soap,Grocery,Household,Vertex,N/A,One Size,19.77,28.99,Mexico,2024-05-23,,True
P0204,BEA-FR-0204,Halcyon Everyday Lip Balm,Beauty & Personal Care,Fragrance,Halcyon,N/A,One Size,31.22,76.99,Bangladesh,2022-10-15,,True
P0205,ELE-SM-0205,Nimbus Premium Keyboard,Electronics,Smart Home,Nimbus,N/A,One Size,68.92,102.99,Bangladesh,2024-01-17,,True
P0206,SPO-TE-0206,Ridgeline Essential Bike Light,Sports & Outdoors,Team Sports,Ridgeline,N/A,One Size,198.3,312.99,Turkey,2023-01-23,,True
P0207,BEA-SK-0207,Copperleaf Pro Shampoo,Beauty & Personal Care,Skincare,Copperleaf,N/A,One Size,8.73,24.99,Vietnam,2024-05-29,,True
P0208,SPO-TE-0208,Northwind Urban Backpack,Sports & Outdoors,Team Sports,Northwind,N/A,One Size,82.39,124.99,India,2022-03-28,,True
P0209,BEA-SK-0209,Aurora Classic Eau de Parfum,Beauty & Personal Care,Skincare,Aurora,N/A,One Size,4.11,9.99,India,2023-11-18,,True
P0210,HOM-ST-0210,Kestrel Lite Duvet,Home & Kitchen,Storage,Kestrel,Charcoal,One Size,9.06,13.99,Portugal,2022-12-24,,True
P0211,ELE-SM-0211,Solace Premium Smartwatch,Electronics,Smart Home,Solace,N/A,One Size,12.53,16.99,India,2022-09-21,,True
P0212,GRO-BE-0212,Northwind Signature Pasta,Grocery,Beverages,Northwind,N/A,One Size,16.15,21.99,USA,2022-09-09,,True
P0213,APP-WO-0213,Fjord Signature Shirt,Apparel,Women's Tops,Fjord,Black,XXL,8.87,17.99,Turkey,2026-03-26,,True
P0214,GRO-BE-0214,Kestrel Urban Coffee Beans,Grocery,Beverages,Kestrel,N/A,One Size,1.48,2.35,Vietnam,2024-04-06,,True
P0215,GRO-SN-0215,Ridgeline Trail Trail Mix,Grocery,Snacks,Ridgeline,N/A,One Size,3.13,4.48,China,2022-03-11,,True
P0216,ELE-MO-0216,Kestrel Trail Monitor,Electronics,Mobile Accessories,Kestrel,N/A,One Size,25.46,32.99,Portugal,2025-04-21,,True
P0217,APP-BO-0217,Halcyon Lite Chinos,Apparel,Bottoms,Halcyon,Burgundy,XS,15.7,31.99,USA,2023-11-02,,True
P0218,APP-ME-0218,Copperleaf Urban Chinos,Apparel,Men's Tops,Copperleaf,Navy,M,6.52,13.99,China,2023-03-22,,True
P0219,GRO-SN-0219,Mercato Premium Pasta,Grocery,Snacks,Mercato,N/A,One Size,11.8,18.99,USA,2025-03-17,,True
P0220,HOM-BE-0220,Kestrel Classic Skillet,Home & Kitchen,Bedding,Kestrel,Charcoal,One Size,15.43,23.99,USA,2025-11-14,,True
P0221,APP-ME-0221,Copperleaf Lite Jacket,Apparel,Men's Tops,Copperleaf,Black,S,15.32,30.99,USA,2025-08-16,,True
P0222,GRO-SN-0222,Solace Deluxe Sparkling Water,Grocery,Snacks,Solace,N/A,One Size,3.93,5.99,USA,2024-06-01,,True
P0223,BEA-FR-0223,Verdant Compact Shampoo,Beauty & Personal Care,Fragrance,Verdant,N/A,One Size,47.15,97.99,India,2022-04-20,2024-10-01,False
P0224,BEA-FR-0224,Ridgeline Deluxe Moisturizer,Beauty & Personal Care,Fragrance,Ridgeline,N/A,One Size,37.95,78.99,USA,2023-02-06,,True
P0225,FOO-SN-0225,Nimbus Lite Hiker,Footwear,Sneakers,Nimbus,Burgundy,US 8,95.93,173.99,Mexico,2023-07-16,,True
P0226,APP-BO-0226,Basecamp Trail Tee,Apparel,Bottoms,Basecamp,Grey,S,14.52,31.99,Mexico,2024-03-18,,True
P0227,GRO-HO-0227,Mercato Deluxe Granola,Grocery,Household,Mercato,N/A,One Size,8.27,10.99,India,2024-03-27,,True
P0228,APP-WO-0228,Kestrel Trail Jacket,Apparel,Women's Tops,Kestrel,Olive,S,6.72,14.99,India,2022-10-23,2024-05-01,False
P0229,APP-WO-0229,Nimbus Essential Polo,Apparel,Women's Tops,Nimbus,Sand,M,9.9,19.99,China,2024-04-15,,True
P0230,GRO-HO-0230,Fjord Pro Trail Mix,Grocery,Household,Fjord,N/A,One Size,5.69,8.99,Mexico,2024-10-20,,True
P0231,FOO-FO-0231,Halcyon Urban Loafer,Footwear,Formal,Halcyon,Sand,US 6,19.28,43.99,Turkey,2023-07-24,,True
P0232,FOO-SN-0232,Mercato Heritage Boot,Footwear,Sneakers,Mercato,Teal,US 8,93.05,199.99,Bangladesh,2024-05-09,,True
P0233,FOO-BO-0233,Verdant Classic Boot,Footwear,Boots,Verdant,Charcoal,US 10,26.52,49.99,India,2023-09-05,,True
P0234,HOM-ST-0234,Nimbus Compact Skillet,Home & Kitchen,Storage,Nimbus,Grey,One Size,35.94,73.99,USA,2023-08-27,,True
P0235,ELE-SM-0235,Halcyon Trail Monitor,Electronics,Smart Home,Halcyon,N/A,One Size,81.31,100.99,Vietnam,2025-07-22,,True
P0236,SPO-CY-0236,Mercato Studio Jump Rope,Sports & Outdoors,Cycling,Mercato,N/A,One Size,92.99,175.99,Turkey,2023-01-28,2023-10-24,False
P0237,SPO-TE-0237,Halcyon Urban Tent,Sports & Outdoors,Team Sports,Halcyon,N/A,One Size,16.71,26.99,Portugal,2022-11-06,2024-09-28,False
P0238,APP-KI-0238,Lumina Pro Hoodie,Apparel,Kids,Lumina,Burgundy,XS,36.58,81.99,Vietnam,2022-03-11,,True
P0239,APP-OU-0239,Nimbus Compact Polo,Apparel,Outerwear,Nimbus,Black,S,44.16,93.99,USA,2022-04-01,,True
P0240,HOM-BE-0240,Mercato Core Blender,Home & Kitchen,Bedding,Mercato,Navy,One Size,7.01,11.99,India,2022-02-18,,True
P0241,BEA-CO-0241,Fjord Studio Mask,Beauty & Personal Care,Cosmetics,Fjord,N/A,One Size,3.4,6.99,Portugal,2025-04-21,,True
P0242,APP-KI-0242,Aurora Studio Jacket,Apparel,Kids,Aurora,Burgundy,M,28.18,57.99,Vietnam,2023-05-11,,True
P0243,ELE-WE-0243,Solace Trail Speaker,Electronics,Wearables,Solace,N/A,One Size,25.07,30.99,Vietnam,2024-05-31,,True
P0244,SPO-CY-0244,Halcyon Deluxe Yoga Mat,Sports & Outdoors,Cycling,Halcyon,N/A,One Size,10.71,15.99,Portugal,2024-05-13,,True
P0245,BEA-FR-0245,Copperleaf Urban Serum,Beauty & Personal Care,Fragrance,Copperleaf,N/A,One Size,54.98,116.99,Portugal,2023-05-09,2024-06-15,False
P0246,HOM-SM-0246,Halcyon Compact Duvet,Home & Kitchen,Small Appliances,Halcyon,Olive,One Size,24.09,40.99,Mexico,2023-09-22,,True
P0247,ELE-MO-0247,Northwind Premium Charger,Electronics,Mobile Accessories,Northwind,N/A,One Size,146.13,182.99,Vietnam,2022-06-09,,True
P0248,APP-WO-0248,Aurora Classic Chinos,Apparel,Women's Tops,Aurora,Sand,M,94.37,173.99,USA,2022-09-15,2024-11-17,False
P0249,APP-WO-0249,Mercato Premium Polo,Apparel,Women's Tops,Mercato,Navy,S,12.94,24.99,USA,2023-05-06,,True
P0250,SPO-CA-0250,Verdant Premium Dumbbell Set,Sports & Outdoors,Camping,Verdant,N/A,One Size,57.0,90.99,India,2022-06-08,,True
P0251,ELE-AU-0251,Solace Core Mouse,Electronics,Audio,Solace,N/A,One Size,18.76,23.99,USA,2025-07-03,,True
P0252,BEA-SK-0252,Verdant Everyday Cleanser,Beauty & Personal Care,Skincare,Verdant,N/A,One Size,25.77,52.99,India,2022-05-14,,True
P0253,BEA-CO-0253,Copperleaf Studio Eau de Parfum,Beauty & Personal Care,Cosmetics,Copperleaf,N/A,One Size,15.12,48.99,Portugal,2023-10-16,,True
P0254,GRO-BE-0254,Fjord Premium Coffee Beans,Grocery,Beverages,Fjord,N/A,One Size,7.73,10.99,Portugal,2024-02-01,2025-07-22,False
P0255,HOM-ST-0255,Halcyon Studio Storage Set,Home & Kitchen,Storage,Halcyon,Sand,One Size,45.89,88.99,USA,2022-08-14,,True
P0256,HOM-CO-0256,Nimbus Core Blender,Home & Kitchen,Cookware,Nimbus,Grey,One Size,7.14,12.99,USA,2022-11-29,,True
P0257,HOM-ST-0257,Kestrel Compact Vase,Home & Kitchen,Storage,Kestrel,Teal,One Size,103.82,196.99,China,2023-09-04,2025-03-20,False
P0258,ELE-SM-0258,Nimbus Lite Smartwatch,Electronics,Smart Home,Nimbus,N/A,One Size,32.12,39.99,India,2024-01-11,,True
P0259,SPO-CY-0259,Aurora Core Bike Light,Sports & Outdoors,Cycling,Aurora,N/A,One Size,212.05,348.99,Vietnam,2024-02-10,,True
P0260,HOM-DE-0260,Vertex Compact Cutting Board,Home & Kitchen,Decor,Vertex,Burgundy,One Size,34.78,53.99,Mexico,2023-01-15,,True
P0261,GRO-BE-0261,Halcyon Signature Coffee Beans,Grocery,Beverages,Halcyon,N/A,One Size,10.58,14.99,India,2023-04-10,,True
P0262,SPO-FI-0262,Basecamp Premium Yoga Mat,Sports & Outdoors,Fitness,Basecamp,N/A,One Size,57.07,88.99,Turkey,2025-04-19,,True
P0263,GRO-BE-0263,Vertex Signature Trail Mix,Grocery,Beverages,Vertex,N/A,One Size,22.0,33.99,Mexico,2023-12-16,,True
P0264,APP-ME-0264,Nimbus Core Shirt,Apparel,Men's Tops,Nimbus,Black,XS,48.58,99.99,Portugal,2023-10-10,,True
P0265,APP-ME-0265,Solace Core Jacket,Apparel,Men's Tops,Solace,Charcoal,S,86.41,165.99,Portugal,2023-01-25,,True
P0266,GRO-BE-0266,Lumina Trail Pasta,Grocery,Beverages,Lumina,N/A,One Size,1.59,2.16,Turkey,2025-05-26,,True
P0267,HOM-DE-0267,Halcyon Studio Duvet,Home & Kitchen,Decor,Halcyon,White,One Size,6.96,10.99,Vietnam,2023-08-11,,True
P0268,BEA-HA-0268,Verdant Lite Eau de Parfum,Beauty & Personal Care,Haircare,Verdant,N/A,One Size,14.06,38.99,Portugal,2026-01-11,,True
P0269,APP-ME-0269,Ridgeline Premium Chinos,Apparel,Men's Tops,Ridgeline,Olive,XXL,20.21,40.99,USA,2024-12-25,,True
P0270,HOM-SM-0270,Aurora Deluxe Duvet,Home & Kitchen,Small Appliances,Aurora,White,One Size,149.2,234.99,Portugal,2023-09-03,,True
P0271,ELE-CO-0271,Halcyon Compact Mouse,Electronics,Computing,Halcyon,N/A,One Size,20.2,27.99,Vietnam,2024-07-04,,True
P0272,SPO-CA-0272,Solace Urban Tent,Sports & Outdoors,Camping,Solace,N/A,One Size,20.68,34.99,Turkey,2022-09-06,,True
P0273,SPO-TE-0273,Copperleaf Signature Tent,Sports & Outdoors,Team Sports,Copperleaf,N/A,One Size,184.12,318.99,India,2024-01-09,,True
P0274,APP-WO-0274,Nimbus Everyday Shirt,Apparel,Women's Tops,Nimbus,Charcoal,M,58.9,132.99,Turkey,2023-05-13,,True
P0275,APP-WO-0275,Halcyon Compact Joggers,Apparel,Women's Tops,Halcyon,White,XL,22.98,56.99,Bangladesh,2022-09-18,,True
P0276,SPO-TE-0276,Northwind Signature Dumbbell Set,Sports & Outdoors,Team Sports,Northwind,N/A,One Size,117.38,214.99,China,2023-07-20,,True
P0277,APP-WO-0277,Ridgeline Essential Chinos,Apparel,Women's Tops,Ridgeline,Sand,XL,17.38,35.99,Portugal,2022-07-07,,True
P0278,HOM-SM-0278,Basecamp Urban Duvet,Home & Kitchen,Small Appliances,Basecamp,Charcoal,One Size,26.19,44.99,Turkey,2023-01-27,,True
P0279,SPO-CY-0279,Ridgeline Classic Tent,Sports & Outdoors,Cycling,Ridgeline,N/A,One Size,107.9,204.99,China,2023-11-30,,True
P0280,APP-OU-0280,Halcyon Premium Chinos,Apparel,Outerwear,Halcyon,White,M,18.66,47.99,USA,2023-08-18,,True
P0281,SPO-CY-0281,Northwind Signature Tent,Sports & Outdoors,Cycling,Northwind,N/A,One Size,144.56,259.99,Turkey,2022-12-05,,True
P0282,ELE-CO-0282,Copperleaf Pro Power Bank,Electronics,Computing,Copperleaf,N/A,One Size,22.22,30.99,Bangladesh,2022-08-11,,True
P0283,SPO-TE-0283,Lumina Pro Bottle,Sports & Outdoors,Team Sports,Lumina,N/A,One Size,262.99,387.99,Turkey,2023-07-18,,True
P0284,ELE-CO-0284,Vertex Essential Hub,Electronics,Computing,Vertex,N/A,One Size,310.47,388.99,Mexico,2024-03-11,2025-06-29,False
P0285,FOO-BO-0285,Solace Essential Slide,Footwear,Boots,Solace,Grey,US 6,22.2,43.99,India,2023-06-14,,True
P0286,BEA-CO-0286,Copperleaf Lite Eau de Parfum,Beauty & Personal Care,Cosmetics,Copperleaf,N/A,One Size,5.55,11.99,China,2022-08-28,2025-01-06,False
P0287,SPO-FI-0287,Aurora Trail Jump Rope,Sports & Outdoors,Fitness,Aurora,N/A,One Size,106.26,202.99,Mexico,2023-05-02,,True
P0288,GRO-PA-0288,Aurora Studio Olive Oil,Grocery,Pantry,Aurora,N/A,One Size,1.58,2.51,Portugal,2023-05-04,,True
P0289,APP-WO-0289,Verdant Essential Polo,Apparel,Women's Tops,Verdant,White,XS,5.9,13.99,India,2023-02-06,,True
P0290,APP-OU-0290,Aurora Everyday Sweater,Apparel,Outerwear,Aurora,Burgundy,L,16.42,31.99,Bangladesh,2022-09-16,,True
P0291,SPO-CY-0291,Aurora Urban Backpack,Sports & Outdoors,Cycling,Aurora,N/A,One Size,203.13,384.99,Turkey,2024-05-20,,True
P0292,BEA-HA-0292,Nimbus Classic Eau de Parfum,Beauty & Personal Care,Haircare,Nimbus,N/A,One Size,3.04,7.99,Vietnam,2023-02-02,,True
P0293,APP-KI-0293,Vertex Classic Tee,Apparel,Kids,Vertex,Olive,S,55.31,127.99,USA,2024-09-23,,True
P0294,GRO-PA-0294,Ridgeline Pro Pasta,Grocery,Pantry,Ridgeline,N/A,One Size,1.49,2.37,Vietnam,2022-11-29,,True
P0295,SPO-CA-0295,Solace Compact Yoga Mat,Sports & Outdoors,Camping,Solace,N/A,One Size,38.18,63.99,India,2024-01-15,,True
P0296,FOO-SA-0296,Solace Lite Slide,Footwear,Sandals,Solace,Burgundy,US 7,75.17,143.99,India,2024-06-21,,True
P0297,APP-BO-0297,Aurora Compact Sweater,Apparel,Bottoms,Aurora,Olive,XL,16.2,33.99,India,2023-08-29,,True
P0298,ELE-SM-0298,Vertex Compact Earbuds,Electronics,Smart Home,Vertex,N/A,One Size,61.81,83.99,Portugal,2023-06-16,,True
P0299,ELE-CO-0299,Halcyon Trail Power Bank,Electronics,Computing,Halcyon,N/A,One Size,12.96,17.99,China,2022-04-17,2023-09-02,False
P0300,APP-ME-0300,Lumina Premium Jacket,Apparel,Men's Tops,Lumina,Charcoal,S,28.04,50.99,Portugal,2024-12-02,,True
