order_id,order_date,order_timestamp,customer_id,channel,store_id,order_status,payment_method,promo_code,item_count,total_units,gross_subtotal,discount_amount,net_subtotal,shipping_fee,tax_amount,total_amount,currency,ship_city,ship_state,ship_postal_code,delivery_date
ORD-007710,2025-03-13,2025-03-13 11:57:51,C00753,In-Store,ST-004,Completed,Credit Card,,5,10,1350.9,0.0,1350.9,0.0,111.45,1462.35,USD,N/A,N/A,N/A,2025-03-13
ORD-007711,2025-03-13,2025-03-13 14:33:10,C02624,In-Store,ST-005,Completed,Credit Card,,1,1,16.99,0.51,16.48,0.0,1.36,17.84,USD,N/A,N/A,N/A,2025-03-13
ORD-007712,2025-03-13,2025-03-13 20:31:25,C01641,Online,ST-999,Completed,Credit Card,,1,1,127.99,6.4,121.59,0.0,10.03,131.62,USD,Portland,OR,97205,2025-03-18
ORD-007713,2025-03-13,2025-03-13 10:16:15,C00740,In-Store,ST-010,Completed,Debit Card,,1,2,71.98,2.16,69.82,0.0,5.76,75.58,USD,N/A,N/A,N/A,2025-03-13
ORD-007714,2025-03-13,2025-03-13 17:31:06,C01181,In-Store,ST-009,Completed,Cash,,4,6,1215.94,36.48,1179.46,0.0,97.31,1276.77,USD,N/A,N/A,N/A,2025-03-13
ORD-007715,2025-03-13,2025-03-13 18:50:56,C00664,Online,ST-999,Completed,PayPal,,5,16,1464.84,0.0,1464.84,0.0,120.85,1585.69,USD,Philadelphia,PA,19106,2025-03-17
ORD-007716,2025-03-13,2025-03-13 19:32:00,C01202,In-Store,ST-010,Completed,Debit Card,,5,7,707.93,0.0,707.93,0.0,58.4,766.33,USD,N/A,N/A,N/A,2025-03-13
ORD-007717,2025-03-13,2025-03-13 08:16:30,C02565,In-Store,ST-003,Completed,Credit Card,,1,1,64.99,1.95,63.04,0.0,5.2,68.24,USD,N/A,N/A,N/A,2025-03-13
ORD-007718,2025-03-13,2025-03-13 00:10:08,C02614,Online,ST-999,Completed,Credit Card,,1,1,2.33,0.0,2.33,9.99,0.19,12.51,USD,Columbus,OH,43215,2025-03-14
ORD-007719,2025-03-13,2025-03-13 11:24:34,C02284,In-Store,ST-008,Completed,Credit Card,,1,2,287.98,8.64,279.34,0.0,23.05,302.39,USD,N/A,N/A,N/A,2025-03-13
ORD-007720,2025-03-13,2025-03-13 17:20:08,C02228,In-Store,ST-007,Completed,Credit Card,,1,1,143.99,0.0,143.99,0.0,11.88,155.87,USD,N/A,N/A,N/A,2025-03-13
ORD-007721,2025-03-13,2025-03-13 16:45:34,C00466,In-Store,ST-009,Completed,Credit Card,,5,8,778.92,109.42,669.5,0.0,55.23,724.73,USD,N/A,N/A,N/A,2025-03-13
ORD-007722,2025-03-13,2025-03-13 19:19:46,C02504,Online,ST-999,Completed,Credit Card,,3,8,117.92,13.03,104.89,0.0,8.65,113.54,USD,San Jose,CA,95113,2025-03-17
ORD-007723,2025-03-13,2025-03-13 06:58:06,C00010,In-Store,ST-010,Completed,Credit Card,,1,1,12.99,1.04,11.95,0.0,0.99,12.94,USD,N/A,N/A,N/A,2025-03-13
ORD-007724,2025-03-13,2025-03-13 08:02:20,C01272,In-Store,ST-001,Completed,Credit Card,,1,3,7.05,0.21,6.84,0.0,0.56,7.4,USD,N/A,N/A,N/A,2025-03-13
ORD-007725,2025-03-14,2025-03-14 09:14:42,C01410,Online,ST-999,Cancelled,PayPal,,1,1,173.99,13.92,160.07,0.0,13.21,173.28,USD,Austin,TX,78701,
ORD-007726,2025-03-14,2025-03-14 12:30:15,C00853,Online,ST-999,Completed,Credit Card,,1,1,204.99,0.0,204.99,0.0,16.91,221.9,USD,Miami,FL,33130,2025-03-21
ORD-007727,2025-03-14,2025-03-14 17:28:59,C02893,Online,ST-999,Completed,Credit Card,,2,6,267.94,0.0,267.94,0.0,22.11,290.05,USD,Chicago,IL,60601,2025-03-16
ORD-007728,2025-03-14,2025-03-14 12:39:31,C01292,Online,ST-999,Completed,Apple Pay,,5,6,616.94,21.85,595.09,0.0,49.09,644.18,USD,Miami,FL,33130,2025-03-21
ORD-007729,2025-03-14,2025-03-14 21:06:35,C02167,Online,ST-999,Completed,Credit Card,,2,2,241.98,7.26,234.72,0.0,19.36,254.08,USD,Minneapolis,MN,55401,2025-03-17
ORD-007730,2025-03-14,2025-03-14 18:24:32,C02210,Online,ST-999,Completed,Gift Card,,2,3,44.97,2.95,42.02,6.99,3.47,52.48,USD,Denver,CO,80202,2025-03-16
ORD-007731,2025-03-14,2025-03-14 19:52:25,C01240,Online,ST-999,Completed,Credit Card,,1,4,475.96,14.28,461.68,0.0,38.09,499.77,USD,Philadelphia,PA,19106,2025-03-17
ORD-007732,2025-03-14,2025-03-14 18:47:01,C02617,Online,ST-999,Completed,Apple Pay,,6,11,502.89,17.84,485.05,0.0,40.02,525.07,USD,Phoenix,AZ,85004,2025-03-17
ORD-007733,2025-03-14,2025-03-14 09:14:57,C01840,Online,ST-999,Completed,Credit Card,,1,3,23.97,3.6,20.37,4.99,1.68,27.04,USD,Portland,OR,97205,2025-03-17
ORD-007734,2025-03-14,2025-03-14 18:46:30,C01364,In-Store,ST-011,Completed,Credit Card,,2,2,116.98,4.8,112.18,0.0,9.25,121.43,USD,N/A,N/A,N/A,2025-03-14
ORD-007735,2025-03-14,2025-03-14 12:23:27,C01278,Online,ST-999,Cancelled,PayPal,,1,2,57.98,11.6,46.38,6.99,3.83,57.2,USD,Denver,CO,80202,
ORD-007736,2025-03-14,2025-03-14 15:43:47,C00823,Online,ST-999,Completed,Credit Card,,3,3,556.97,27.85,529.12,0.0,43.65,572.77,USD,Atlanta,GA,30303,2025-03-16
ORD-007737,2025-03-14,2025-03-14 11:18:44,C01951,Online,ST-999,Completed,Credit Card,,5,9,1101.51,168.8,932.71,0.0,76.95,1009.66,USD,New York,NY,10007,2025-03-17
ORD-007738,2025-03-14,2025-03-14 15:19:35,C02753,Online,ST-999,Completed,PayPal,,3,5,411.95,0.0,411.95,0.0,33.99,445.94,USD,Minneapolis,MN,55401,2025-03-17
ORD-007739,2025-03-14,2025-03-14 19:38:41,C00732,Online,ST-999,Completed,Debit Card,,4,9,709.91,0.0,709.91,0.0,58.57,768.48,USD,Atlanta,GA,30303,2025-03-16
ORD-007740,2025-03-14,2025-03-14 06:33:45,C01763,Online,ST-999,Completed,Debit Card,,2,2,177.98,5.34,172.64,0.0,14.24,186.88,USD,Columbus,OH,43215,2025-03-15
ORD-007741,2025-03-14,2025-03-14 13:54:44,C00879,In-Store,ST-011,Completed,Debit Card,,4,6,621.94,58.4,563.54,0.0,46.49,610.03,USD,N/A,N/A,N/A,2025-03-14
ORD-007742,2025-03-14,2025-03-14 18:37:55,C01196,Online,ST-999,Completed,Credit Card,,4,4,206.96,13.2,193.76,0.0,15.99,209.75,USD,San Jose,CA,95113,2025-03-17
ORD-007743,2025-03-14,2025-03-14 20:58:55,C01510,Online,ST-999,Completed,PayPal,,1,1,88.99,2.67,86.32,0.0,7.12,93.44,USD,Philadelphia,PA,19106,2025-03-17
ORD-007744,2025-03-14,2025-03-14 19:39:51,C01173,Online,ST-999,Completed,Apple Pay,,1,2,37.98,1.14,36.84,9.99,3.04,49.87,USD,Portland,OR,97205,2025-03-15
ORD-007745,2025-03-14,2025-03-14 11:42:01,C02088,In-Store,ST-012,Completed,Cash,,1,1,125.99,6.3,119.69,0.0,9.87,129.56,USD,N/A,N/A,N/A,2025-03-14
ORD-007746,2025-03-14,2025-03-14 05:38:12,C00942,Online,ST-999,Completed,PayPal,,3,3,153.97,0.0,153.97,0.0,12.7,166.67,USD,New York,NY,10007,2025-03-18
ORD-007747,2025-03-14,2025-03-14 06:29:06,C01867,Online,ST-999,Completed,Gift Card,,4,7,1084.93,32.55,1052.38,0.0,86.82,1139.2,USD,Minneapolis,MN,55401,2025-03-16
ORD-007748,2025-03-14,2025-03-14 16:30:57,C01367,Online,ST-999,Completed,PayPal,,4,7,965.93,57.8,908.13,0.0,74.92,983.05,USD,Columbus,OH,43215,2025-03-17
ORD-007749,2025-03-14,2025-03-14 10:04:05,C01596,Online,ST-999,Completed,Credit Card,,1,4,131.96,26.39,105.57,0.0,8.71,114.28,USD,Chicago,IL,60601,2025-03-16
ORD-007750,2025-03-14,2025-03-14 08:24:48,C01138,In-Store,ST-011,Completed,Cash,,1,1,14.99,0.45,14.54,0.0,1.2,15.74,USD,N/A,N/A,N/A,2025-03-14
ORD-007751,2025-03-14,2025-03-14 18:42:45,C01513,Online,ST-999,Completed,Apple Pay,,4,6,614.94,33.35,581.59,0.0,47.98,629.57,USD,New York,NY,10007,2025-03-21
ORD-007752,2025-03-14,2025-03-14 18:36:15,C00874,In-Store,ST-012,Completed,Debit Card,,3,5,113.95,3.42,110.53,0.0,9.12,119.65,USD,N/A,N/A,N/A,2025-03-14
ORD-007753,2025-03-14,2025-03-14 19:24:50,C01379,In-Store,ST-003,Completed,Credit Card,,3,3,517.97,3.4,514.57,0.0,42.45,557.02,USD,N/A,N/A,N/A,2025-03-14
ORD-007754,2025-03-15,2025-03-15 15:57:07,C02285,Online,ST-999,Completed,Credit Card,,2,3,376.97,11.31,365.66,0.0,30.17,395.83,USD,Austin,TX,78701,2025-03-19
ORD-007755,2025-03-15,2025-03-15 17:40:06,C01477,Online,ST-999,Completed,Debit Card,,2,3,48.97,1.47,47.5,4.99,3.92,56.41,USD,Chicago,IL,60601,2025-03-16
ORD-007756,2025-03-15,2025-03-15 15:52:50,C02549,In-Store,ST-008,Completed,Credit Card,,5,10,301.9,15.46,286.44,0.0,23.63,310.07,USD,N/A,N/A,N/A,2025-03-15
ORD-007757,2025-03-15,2025-03-15 20:09:57,C01464,In-Store,ST-004,Completed,Debit Card,,3,4,175.64,10.12,165.52,0.0,13.66,179.18,USD,N/A,N/A,N/A,2025-03-15
ORD-007758,2025-03-15,2025-03-15 14:12:27,C02481,Online,ST-999,Completed,Apple Pay,,1,1,156.99,23.55,133.44,0.0,11.01,144.45,USD,Dallas,TX,75201,2025-03-17
ORD-007759,2025-03-15,2025-03-15 14:56:40,C00842,In-Store,ST-004,Completed,Credit Card,,4,6,287.94,4.95,282.99,0.0,23.35,306.34,USD,N/A,N/A,N/A,2025-03-15
ORD-007760,2025-03-15,2025-03-15 19:08:51,C00457,Online,ST-999,Completed,Debit Card,,2,4,328.96,16.47,312.49,0.0,25.78,338.27,USD,Philadelphia,PA,19106,2025-03-20
ORD-007761,2025-03-15,2025-03-15 18:00:02,C02767,In-Store,ST-004,Cancelled,Debit Card,,5,6,265.94,11.0,254.94,0.0,21.03,275.97,USD,N/A,N/A,N/A,
ORD-007762,2025-03-15,2025-03-15 14:26:27,C00588,In-Store,ST-005,Completed,Credit Card,,3,3,127.97,26.65,101.32,0.0,8.36,109.68,USD,N/A,N/A,N/A,2025-03-15
ORD-007763,2025-03-15,2025-03-15 14:10:22,C02539,Online,ST-999,Completed,Credit Card,,2,4,59.96,8.2,51.76,4.99,4.27,61.02,USD,San Jose,CA,95113,2025-03-18
ORD-007764,2025-03-15,2025-03-15 18:00:25,C00452,In-Store,ST-009,Completed,Credit Card,,2,4,1074.96,0.0,1074.96,0.0,88.68,1163.64,USD,N/A,N/A,N/A,2025-03-15
ORD-007765,2025-03-15,2025-03-15 18:42:54,C00689,Online,ST-999,Completed,PayPal,,1,2,403.98,12.12,391.86,0.0,32.33,424.19,USD,San Jose,CA,95113,2025-03-16
ORD-007766,2025-03-15,2025-03-15 11:42:51,C01249,Online,ST-999,Completed,Gift Card,,1,1,16.99,0.85,16.14,4.99,1.33,22.46,USD,Boston,MA,02108,2025-03-17
ORD-007767,2025-03-15,2025-03-15 16:46:00,C00831,In-Store,ST-005,Completed,Credit Card,,1,1,156.99,7.85,149.14,0.0,12.3,161.44,USD,N/A,N/A,N/A,2025-03-15
ORD-007768,2025-03-15,2025-03-15 13:03:07,C02258,Online,ST-999,Completed,Credit Card,,2,2,133.98,4.8,129.18,0.0,10.66,139.84,USD,Atlanta,GA,30303,2025-03-17
ORD-007769,2025-03-15,2025-03-15 17:44:42,C02088,Online,ST-999,Completed,Credit Card,,1,1,43.99,2.2,41.79,9.99,3.45,55.23,USD,Phoenix,AZ,85004,2025-03-17
ORD-007770,2025-03-15,2025-03-15 21:53:07,C01191,Online,ST-999,Completed,Debit Card,,2,2,126.98,6.35,120.63,0.0,9.95,130.58,USD,Boston,MA,02108,2025-03-20
ORD-007771,2025-03-15,2025-03-15 19:01:58,C00783,Online,ST-999,Completed,Credit Card,,2,4,174.96,8.75,166.21,0.0,13.71,179.92,USD,San Jose,CA,95113,2025-03-22
ORD-007772,2025-03-15,2025-03-15 12:09:54,C01375,In-Store,ST-003,Cancelled,Debit Card,,6,9,301.91,0.0,301.91,0.0,24.91,326.82,USD,N/A,N/A,N/A,
ORD-007773,2025-03-15,2025-03-15 10:42:13,C01476,In-Store,ST-009,Completed,Cash,,1,1,117.99,0.0,117.99,0.0,9.73,127.72,USD,N/A,N/A,N/A,2025-03-15
ORD-007774,2025-03-15,2025-03-15 17:08:34,C01370,Online,ST-999,Completed,Credit Card,,1,1,20.99,0.0,20.99,4.99,1.73,27.71,USD,Dallas,TX,75201,2025-03-18
ORD-007775,2025-03-15,2025-03-15 17:57:24,C01245,In-Store,ST-004,Completed,Apple Pay,,1,1,30.99,0.93,30.06,0.0,2.48,32.54,USD,N/A,N/A,N/A,2025-03-15
ORD-007776,2025-03-15,2025-03-15 17:07:47,C02454,Online,ST-999,Completed,Gift Card,,2,3,341.97,0.0,341.97,0.0,28.21,370.18,USD,Columbus,OH,43215,2025-03-18
ORD-007777,2025-03-15,2025-03-15 21:02:26,C02844,In-Store,ST-002,Completed,Credit Card,,2,4,32.96,1.65,31.31,0.0,2.58,33.89,USD,N/A,N/A,N/A,2025-03-15
ORD-007778,2025-03-15,2025-03-15 01:39:26,C01654,Online,ST-999,Completed,Credit Card,,1,1,40.99,1.23,39.76,6.99,3.28,50.03,USD,Philadelphia,PA,19106,2025-03-22
ORD-007779,2025-03-15,2025-03-15 08:27:40,C02875,Online,ST-999,Completed,PayPal,,1,4,23.96,0.0,23.96,4.99,1.98,30.93,USD,New York,NY,10007,2025-03-19
ORD-007780,2025-03-15,2025-03-15 09:32:57,C02383,Online,ST-999,Completed,Debit Card,,1,5,104.95,3.15,101.8,0.0,8.4,110.2,USD,Seattle,WA,98101,2025-03-17
ORD-007781,2025-03-15,2025-03-15 20:24:35,C02481,In-Store,ST-008,Completed,Debit Card,,1,2,33.98,0.0,33.98,0.0,2.8,36.78,USD,N/A,N/A,N/A,2025-03-15
ORD-007782,2025-03-15,2025-03-15 20:44:11,C01055,In-Store,ST-007,Completed,Cash,,1,1,259.99,20.8,239.19,0.0,19.73,258.92,USD,N/A,N/A,N/A,2025-03-15
ORD-007783,2025-03-15,2025-03-15 21:28:38,C00446,Online,ST-999,Completed,Credit Card,,2,2,192.98,19.2,173.78,0.0,14.34,188.12,USD,Atlanta,GA,30303,2025-03-20
ORD-007784,2025-03-15,2025-03-15 14:24:32,C00995,In-Store,ST-003,Completed,Apple Pay,,1,1,24.99,1.25,23.74,0.0,1.96,25.7,USD,N/A,N/A,N/A,2025-03-15
ORD-007785,2025-03-16,2025-03-16 16:49:50,C02486,In-Store,ST-010,Completed,Credit Card,,1,1,112.99,9.04,103.95,0.0,8.58,112.53,USD,N/A,N/A,N/A,2025-03-16
ORD-007786,2025-03-16,2025-03-16 12:58:03,C01588,In-Store,ST-009,Completed,Apple Pay,,4,9,788.91,96.77,692.14,0.0,57.1,749.24,USD,N/A,N/A,N/A,2025-03-16
ORD-007787,2025-03-16,2025-03-16 22:15:12,C00118,Online,ST-999,Completed,Debit Card,,3,3,254.97,7.65,247.32,0.0,20.4,267.72,USD,Philadelphia,PA,19106,2025-03-21
ORD-007788,2025-03-16,2025-03-16 15:49:54,C01924,In-Store,ST-004,Completed,Credit Card,,1,3,53.97,1.62,52.35,0.0,4.32,56.67,USD,N/A,N/A,N/A,2025-03-16
ORD-007789,2025-03-16,2025-03-16 14:53:08,C02394,Online,ST-999,Completed,Credit Card,,1,5,44.95,0.0,44.95,9.99,3.71,58.65,USD,Minneapolis,MN,55401,2025-03-18
ORD-007790,2025-03-16,2025-03-16 21:31:25,C01426,In-Store,ST-012,Completed,Debit Card,,4,5,299.55,0.0,299.55,0.0,24.71,324.26,USD,N/A,N/A,N/A,2025-03-16
ORD-007791,2025-03-16,2025-03-16 16:24:18,C01896,In-Store,ST-012,Completed,Apple Pay,,1,1,72.99,5.84,67.15,0.0,5.54,72.69,USD,N/A,N/A,N/A,2025-03-16
ORD-007792,2025-03-16,2025-03-16 11:05:55,C02394,Online,ST-999,Completed,Apple Pay,,2,2,238.98,0.0,238.98,0.0,19.72,258.7,USD,Minneapolis,MN,55401,2025-03-21
ORD-007793,2025-03-16,2025-03-16 20:40:19,C02823,Online,ST-999,Completed,Credit Card,,2,3,445.97,22.3,423.67,0.0,34.95,458.62,USD,Columbus,OH,43215,2025-03-18
ORD-007794,2025-03-16,2025-03-16 10:30:56,C01553,In-Store,ST-012,Completed,Debit Card,,2,2,74.98,8.8,66.18,0.0,5.46,71.64,USD,N/A,N/A,N/A,2025-03-16
ORD-007795,2025-03-16,2025-03-16 13:36:40,C02327,Online,ST-999,Completed,Debit Card,,2,2,153.98,6.72,147.26,0.0,12.15,159.41,USD,Boston,MA,02108,2025-03-18
ORD-007796,2025-03-16,2025-03-16 22:17:34,C01846,In-Store,ST-003,Completed,Cash,,1,1,575.99,46.08,529.91,0.0,43.72,573.63,USD,N/A,N/A,N/A,2025-03-16
ORD-007797,2025-03-16,2025-03-16 17:31:24,C00457,Online,ST-999,Completed,Credit Card,,2,2,143.98,4.32,139.66,0.0,11.52,151.18,USD,Philadelphia,PA,19106,2025-03-20
ORD-007798,2025-03-16,2025-03-16 11:03:03,C01646,Online,ST-999,Completed,Credit Card,,3,5,276.95,16.4,260.55,0.0,21.5,282.05,USD,Boston,MA,02108,2025-03-18
ORD-007799,2025-03-16,2025-03-16 14:00:00,C01597,Online,ST-999,Completed,Apple Pay,,1,1,83.99,16.8,67.19,4.99,5.54,77.72,USD,Austin,TX,78701,2025-03-19
ORD-007800,2025-03-16,2025-03-16 19:49:16,C01656,Online,ST-999,Completed,Debit Card,,3,4,288.96,7.85,281.11,0.0,23.19,304.3,USD,Dallas,TX,75201,2025-03-18
ORD-007801,2025-03-16,2025-03-16 10:27:18,C02114,Online,ST-999,Completed,Credit Card,,1,2,27.98,0.0,27.98,6.99,2.31,37.28,USD,Phoenix,AZ,85004,2025-03-19
ORD-007802,2025-03-16,2025-03-16 12:10:16,C01619,Online,ST-999,Completed,PayPal,,1,1,89.99,0.0,89.99,0.0,7.42,97.41,USD,Dallas,TX,75201,2025-03-19
ORD-007803,2025-03-16,2025-03-16 22:42:08,C02797,Online,ST-999,Completed,Debit Card,,2,4,175.96,6.88,169.08,0.0,13.95,183.03,USD,San Jose,CA,95113,2025-03-23
ORD-007804,2025-03-16,2025-03-16 19:24:05,C02213,In-Store,ST-009,Completed,Apple Pay,,2,2,68.98,2.07,66.91,0.0,5.52,72.43,USD,N/A,N/A,N/A,2025-03-16
ORD-007805,2025-03-16,2025-03-16 13:50:15,C02457,In-Store,ST-011,Completed,Credit Card,,2,4,611.96,48.96,563.0,0.0,46.45,609.45,USD,N/A,N/A,N/A,2025-03-16
ORD-007806,2025-03-16,2025-03-16 11:24:43,C01055,In-Store,ST-004,Completed,Credit Card,,1,1,43.99,12.32,31.67,0.0,2.61,34.28,USD,N/A,N/A,N/A,2025-03-16
ORD-007807,2025-03-16,2025-03-16 17:24:47,C01967,In-Store,ST-011,Completed,Gift Card,,1,2,129.98,13.0,116.98,0.0,9.65,126.63,USD,N/A,N/A,N/A,2025-03-16
ORD-007808,2025-03-16,2025-03-16 18:48:36,C02095,Online,ST-999,Completed,Credit Card,,2,3,151.97,14.4,137.57,0.0,11.35,148.92,USD,Dallas,TX,75201,2025-03-17
ORD-007809,2025-03-16,2025-03-16 15:26:44,C02342,In-Store,ST-008,Completed,Credit Card,,2,2,110.98,0.0,110.98,0.0,9.16,120.14,USD,N/A,N/A,N/A,2025-03-16
ORD-007810,2025-03-16,2025-03-16 14:23:36,C01164,Online,ST-999,Completed,Debit Card,,1,1,15.99,1.28,14.71,6.99,1.21,22.91,USD,Austin,TX,78701,2025-03-17
ORD-007811,2025-03-16,2025-03-16 13:53:03,C02456,Online,ST-999,Completed,Credit Card,,1,3,53.97,1.62,52.35,6.99,4.32,63.66,USD,Phoenix,AZ,85004,2025-03-23
ORD-007812,2025-03-17,2025-03-17 18:17:37,C02958,Online,ST-999,Completed,PayPal,,1,1,27.99,0.0,27.99,6.99,2.31,37.29,USD,Austin,TX,78701,2025-03-21
ORD-007813,2025-03-17,2025-03-17 15:23:14,C01368,Online,ST-999,Completed,Gift Card,,1,2,31.98,0.0,31.98,4.99,2.64,39.61,USD,Philadelphia,PA,19106,2025-03-21
ORD-007814,2025-03-17,2025-03-17 05:55:59,C01038,Online,ST-999,Completed,Gift Card,,3,5,272.95,28.25,244.7,0.0,20.19,264.89,USD,Miami,FL,33130,2025-03-21
ORD-007815,2025-03-17,2025-03-17 10:26:16,C00001,In-Store,ST-010,Cancelled,Apple Pay,,2,2,92.98,7.2,85.78,0.0,7.08,92.86,USD,N/A,N/A,N/A,
ORD-007816,2025-03-17,2025-03-17 14:50:17,C00300,Online,ST-999,Completed,Apple Pay,,1,6,47.94,0.0,47.94,9.99,3.96,61.89,USD,Minneapolis,MN,55401,2025-03-18
ORD-007817,2025-03-17,2025-03-17 17:43:43,C02462,Online,ST-999,Completed,Credit Card,,2,3,132.97,0.0,132.97,0.0,10.97,143.94,USD,Phoenix,AZ,85004,2025-03-20
ORD-007818,2025-03-17,2025-03-17 21:34:22,C01790,Online,ST-999,Completed,Apple Pay,,4,6,582.94,46.64,536.3,0.0,44.24,580.54,USD,Columbus,OH,43215,2025-03-22
ORD-007819,2025-03-17,2025-03-17 17:53:29,C01702,In-Store,ST-003,Cancelled,Credit Card,,2,2,90.98,0.0,90.98,0.0,7.51,98.49,USD,N/A,N/A,N/A,
ORD-007820,2025-03-17,2025-03-17 09:37:40,C00131,Online,ST-999,Completed,Credit Card,,2,4,863.96,0.0,863.96,0.0,71.28,935.24,USD,Seattle,WA,98101,2025-03-20
ORD-007821,2025-03-17,2025-03-17 13:52:43,C02569,Online,ST-999,Completed,Credit Card,,1,1,18.99,1.52,17.47,9.99,1.44,28.9,USD,Denver,CO,80202,2025-03-22
ORD-007822,2025-03-17,2025-03-17 12:00:58,C02715,Online,ST-999,Completed,Debit Card,,1,1,3.59,0.65,2.94,9.99,0.24,13.17,USD,San Jose,CA,95113,2025-03-19
ORD-007823,2025-03-17,2025-03-17 15:22:20,C02388,Online,ST-999,Completed,Credit Card,,1,1,63.99,12.8,51.19,6.99,4.22,62.4,USD,Phoenix,AZ,85004,2025-03-22
ORD-007824,2025-03-17,2025-03-17 10:27:35,C01679,Online,ST-999,Completed,PayPal,,3,4,216.96,0.0,216.96,0.0,17.9,234.86,USD,San Jose,CA,95113,2025-03-19
ORD-007825,2025-03-17,2025-03-17 10:55:44,C02568,Online,ST-999,Completed,Debit Card,,1,1,34.99,0.0,34.99,6.99,2.89,44.87,USD,Austin,TX,78701,2025-03-21
ORD-007826,2025-03-17,2025-03-17 10:44:07,C01976,Online,ST-999,Completed,Credit Card,,1,1,31.99,1.6,30.39,6.99,2.51,39.89,USD,New York,NY,10007,2025-03-21
ORD-007827,2025-03-17,2025-03-17 06:43:11,C01605,Online,ST-999,Completed,Credit Card,,2,2,572.98,149.44,423.54,0.0,34.94,458.48,USD,Portland,OR,97205,2025-03-20
ORD-007828,2025-03-17,2025-03-17 03:50:07,C00097,In-Store,ST-004,Completed,Debit Card,,2,4,236.96,45.35,191.61,0.0,15.81,207.42,USD,N/A,N/A,N/A,2025-03-17
ORD-007829,2025-03-17,2025-03-17 18:01:13,C00108,In-Store,ST-010,Completed,Debit Card,,2,4,624.96,1.5,623.46,0.0,51.44,674.9,USD,N/A,N/A,N/A,2025-03-17
ORD-007830,2025-03-17,2025-03-17 18:31:07,C02646,Online,ST-999,Completed,Debit Card,,1,4,223.96,11.2,212.76,0.0,17.55,230.31,USD,New York,NY,10007,2025-03-19
ORD-007831,2025-03-17,2025-03-17 19:12:00,C02360,In-Store,ST-003,Completed,Gift Card,,1,2,297.98,8.94,289.04,0.0,23.85,312.89,USD,N/A,N/A,N/A,2025-03-17
ORD-007832,2025-03-17,2025-03-17 07:52:00,C02389,Online,ST-999,Cancelled,Debit Card,,1,1,94.99,14.25,80.74,0.0,6.66,87.4,USD,New York,NY,10007,
ORD-007833,2025-03-17,2025-03-17 11:24:06,C02486,Online,ST-999,Completed,Credit Card,,4,4,330.96,9.93,321.03,0.0,26.48,347.51,USD,Boston,MA,02108,2025-03-20
ORD-007834,2025-03-17,2025-03-17 14:33:12,C01936,Online,ST-999,Completed,Credit Card,,6,8,512.92,21.79,491.13,0.0,40.52,531.65,USD,Philadelphia,PA,19106,2025-03-22
ORD-007835,2025-03-17,2025-03-17 17:08:10,C00712,Online,ST-999,Completed,Debit Card,,1,2,61.98,4.96,57.02,4.99,4.7,66.71,USD,Los Angeles,CA,90012,2025-03-19
ORD-007836,2025-03-17,2025-03-17 01:07:08,C01790,Online,ST-999,Completed,PayPal,,1,2,51.98,4.16,47.82,4.99,3.95,56.76,USD,Columbus,OH,43215,2025-03-19
ORD-007837,2025-03-17,2025-03-17 19:06:04,C01959,Online,ST-999,Completed,Debit Card,,3,7,145.73,7.29,138.44,0.0,11.42,149.86,USD,New York,NY,10007,2025-03-21
ORD-007838,2025-03-17,2025-03-17 22:46:00,C00219,Online,ST-999,Completed,Credit Card,,2,3,171.97,25.16,146.81,0.0,12.11,158.92,USD,Phoenix,AZ,85004,2025-03-21
ORD-007839,2025-03-17,2025-03-17 19:50:53,C02626,Online,ST-999,Completed,Credit Card,,1,1,42.99,1.29,41.7,6.99,3.44,52.13,USD,San Jose,CA,95113,2025-03-18
ORD-007840,2025-03-18,2025-03-18 16:15:29,C01267,In-Store,ST-004,Completed,Credit Card,,2,2,167.98,0.0,167.98,0.0,13.86,181.84,USD,N/A,N/A,N/A,2025-03-18
ORD-007841,2025-03-18,2025-03-18 10:22:21,C01573,In-Store,ST-010,Completed,Apple Pay,,2,3,77.97,8.9,69.07,0.0,5.7,74.77,USD,N/A,N/A,N/A,2025-03-18
ORD-007842,2025-03-18,2025-03-18 09:22:57,C00719,Online,ST-999,Completed,Credit Card,,2,3,162.97,35.43,127.54,0.0,10.52,138.06,USD,Philadelphia,PA,19106,2025-03-20
ORD-007843,2025-03-18,2025-03-18 11:30:11,C00996,In-Store,ST-006,Completed,Apple Pay,,1,1,72.99,3.65,69.34,0.0,5.72,75.06,USD,N/A,N/A,N/A,2025-03-18
ORD-007844,2025-03-18,2025-03-18 11:54:26,C01714,Online,ST-999,Completed,Credit Card,,2,2,114.98,8.8,106.18,0.0,8.76,114.94,USD,Dallas,TX,75201,2025-03-21
ORD-007845,2025-03-18,2025-03-18 11:53:18,C01394,Online,ST-999,Completed,Apple Pay,,1,1,44.99,3.6,41.39,4.99,3.41,49.79,USD,Atlanta,GA,30303,2025-03-20
ORD-007846,2025-03-18,2025-03-18 13:17:29,C00198,Online,ST-999,Cancelled,Apple Pay,,4,7,579.93,0.0,579.93,0.0,47.84,627.77,USD,Columbus,OH,43215,
ORD-007847,2025-03-18,2025-03-18 12:54:03,C01131,Online,ST-999,Completed,Debit Card,,2,6,434.94,35.25,399.69,0.0,32.97,432.66,USD,Phoenix,AZ,85004,2025-03-23
